,Title
6817,Dirt (2001)
6818,Girlhood (2003)
6819,Mail Order Bride (2003)
6820,Shattered Glass (2003)
6821,Suspended Animation (2001)
6822,"Matrix Revolutions, The (2003)"
6823,"Revolution Will Not Be Televised, The (a.k.a. Chavez: Inside the Coup) (2003)"
6824,Elf (2003)
6825,Anything But Love (a.k.a. Standard Time) (2002)
6826,Billabong Odyssey (2003)
6827,Gloomy Sunday (Ein Lied von Liebe und Tod) (1999)
6828,In My Skin (Dans ma Peau) (2002)
6829,Just an American Boy (2003)
6830,Love Actually (2003)
6831,Love Forbidden (Défense d'aimer) (2002)
6832,Father of the Bride (1991)
6833,My Architect: A Son's Journey (2003)
6834,Looney Tunes: Back in Action (2003)
6835,Master and Commander: The Far Side of the World (2003)
6836,Tupac: Resurrection (2003)
6837,"Big Empty, The (2003)"
6838,"Missing, The (2003)"
6839,"Cat in the Hat, The (2003)"
6840,Gothika (2003)
6841,21 Grams (2003)
6842,"Barbarian Invasions, The (Les invasions barbares) (2003)"
6843,Blindness (2003)
6844,Blue Gate Crossing (Lan se da men) (2002)
6845,Bad Santa (2003)
6846,"Haunted Mansion, The (2003)"
6847,Timeline (2003)
6848,Marquis (1989)
6849,Damage (Fatale) (1992)
6850,OT: Our Town (2002)
6851,Devil's Playground (2002)
6852,Dance with a Stranger (1985)
6853,Journeys with George (2002)
6854,Darkman (1990)
6855,Dead of Night (1945)
6856,Death Machine (1995)
6857,"Dernier Combat, Le (Last Battle, The) (1983)"
6858,Desk Set (1957)
6859,Europa (Zentropa) (1991)
6860,"Watermelon Woman, The (1996)"
6861,Final Analysis (1992)
6862,"Freshman, The (1990)"
6863,Funny Games (1997)
6864,Tales from the Crypt (1972)
6865,New Jack City (1991)
6866,Slacker (1991)
6867,WarGames (1983)
6868,Mr. Hobbs Takes a Vacation (1962)
6869,"Ordet (Word, The) (1955)"
6870,Forbidden Games (Jeux interdits) (1952)
6871,Jane Eyre (1944)
6872,"Tale of Two Cities, A (1935)"
6873,"Passion of Joan of Arc, The (Passion de Jeanne d'Arc, La) (1928)"
6874,Ben-Hur: A Tale of the Christ (1925)
6875,"Cabinet of Dr. Caligari, The (Cabinet des Dr. Caligari., Das) (1920)"
6876,Broken Blossoms or The Yellow Man and the Girl (1919)
6877,Gorky Park (1983)
6878,"Great Train Robbery, The (a.k.a. First Great Train Robbery, The) (1979)"
6879,"Greystoke: The Legend of Tarzan, Lord of the Apes (1984)"
6880,Guarding Tess (1994)
6881,Hannah and Her Sisters (1986)
6882,"Hard Way, The (1991)"
6883,Hercules in New York (1970)
6884,Highlander II: The Quickening (1991)
6885,Hoffa (1992)
6886,House of Cards (1993)
6887,Housesitter (1992)
6888,Hudson Hawk (1991)
6889,Invasion of the Body Snatchers (1978)
6890,Mindwalk (1990)
6891,Kafka (1991)
6892,Kindergarten Cop (1990)
6893,King Ralph (1991)
6894,Knight Moves (1992)
6895,"Last Boy Scout, The (1991)"
6896,Last Tango in Paris (Ultimo tango a Parigi) (1972)
6897,Lorenzo's Oil (1992)
6898,"Lover, The (Amant, L') (1992)"
6899,"Bullfighter, The (Matador) (1986)"
6900,Mr. Destiny (1990)
6901,"Night of the Hunter, The (1955)"
6902,Nowhere to Run (1993)
6903,Only the Lonely (1991)
6904,Over the Top (1987)
6905,Passenger 57 (1992)
6906,Presumed Innocent (1990)
6907,Project X (1987)
6908,Proof (1991)
6909,Pure Luck (1991)
6910,Battle Royale (Batoru rowaiaru) (2000)
6911,"Wedding Banquet, The (Xi yan) (1993)"
6912,"Salo, or The 120 Days of Sodom (Salò o le 120 giornate di Sodoma) (1976)"
6913,"Midnight Clear, A (1992)"
6914,Summer School (1987)
6915,Silverado (1985)
6916,Quick Change (1990)
6917,Rabid (1977)
6918,Radio Flyer (1992)
6919,"Real McCoy, The (1993)"
6920,Revenge (1990)
6921,"Secret of My Succe$s, The (a.k.a. The Secret of My Success) (1987)"
6922,Show Me Love (Fucking Åmål) (1998)
6923,Streets of Fire (1984)
6924,Teen Wolf (1985)
6925,High Heels (Tacones lejanos) (1991)
6926,Things You Can Tell Just by Looking at Her (2000)
6927,Thunderheart (1992)
6928,To Live and Die in L.A. (1985)
6929,Trapped in Paradise (1994)
6930,Betty Blue (37°2 le matin) (1986)
6931,Vivre sa vie: Film en douze tableaux (My Life to Live) (1962)
6932,Wild at Heart (1990)
6933,"Witches, The (1990)"
6934,"Witches of Eastwick, The (1987)"
6935,Year of the Dragon (1985)
6936,Nothing to Lose (1997)
6937,Flying Down to Rio (1933)
6938,Follow the Fleet (1936)
6939,"What's New, Pussycat (1965)"
6940,Mary of Scotland (1936)
6941,Roberta (1935)
6942,Little Women (1949)
6943,Swing Time (1936)
6944,"Public Enemy, The (1931)"
6945,"Midsummer Night's Dream, A (1935)"
6946,Life with Father (1947)
6947,National Velvet (1944)
6948,Jesus Christ Superstar (1973)
6949,Dark Victory (1939)
6950,Birdman of Alcatraz (1962)
6951,"Aguirre: The Wrath of God (Aguirre, der Zorn Gottes) (1972)"
6952,Beauty and the Beast (La belle et la bête) (1946)
6953,"Birth of a Nation, The (1915)"
6954,"Blue Kite, The (Lan feng zheng) (1993)"
6955,Juliet of the Spirits (Giulietta degli spiriti) (1965)
6956,Last Year at Marienbad (L'Année dernière à Marienbad) (1961)
6957,"Macbeth (a.k.a. Tragedy of Macbeth, The) (1971)"
6958,Red River (1948)
6959,"Woman Under the Influence, A (1974)"
6960,Stagecoach (1939)
6961,"Shot in the Dark, A (1964)"
6962,"Navigator, The (1924)"
6963,"Court Jester, The (1956)"
6964,Bullitt (1968)
6965,Way Down East (1920)
6966,Jezebel (1938)
6967,"Hunchback of Notre Dame, The (1939)"
6968,42nd Street (1933)
6969,I'm No Angel (1933)
6970,That Touch of Mink (1962)
6971,Sweet Dreams (1985)
6972,"Play It Again, Sam (1972)"
6973,Send Me No Flowers (1964)
6974,Pygmalion (1938)
6975,"Passage to India, A (1984)"
6976,Black Orpheus (Orfeu Negro) (1959)
6977,Amarcord (1973)
6978,Hero (Ying xiong) (2002)
6979,Horse Feathers (1932)
6980,Anna Karenina (1935)
6981,"Front Page, The (1974)"
6982,Attraction (2000)
6983,Looking for Mr. Goodbar (1977)
6984,Rivers and Tides (2001)
6985,"Girl From Paris, A (hirondelle a fait le printemps, Une) (2001)"
6986,Seven Days to Noon (1950)
6987,Nausicaä of the Valley of the Wind (Kaze no tani no Naushika) (1984)
6988,CrissCross (1992)
6989,Doc Hollywood (1991)
6990,Dragnet (1987)
6991,Madhouse (1990)
6992,1941 (1979)
6993,"Shot at Glory, A (2000)"
6994,Black and White in Color (Noirs et blancs en couleur) (1976)
6995,Foul Play (1978)
6996,Crime Story (Zhong an zu) (1993)
6997,Beyond the Clouds (Al di là delle nuvole) (1996)
6998,Blind Beast (Môjuu) (1969)
6999,Ryan's Daughter (1970)
7000,Accident (1967)
7001,Cabeza de Vaca (1991)
7002,"Collector, The (1965)"
7003,Deep Red (Profondo rosso) (1975)
7004,Diabolique (Les diaboliques) (1955)
7005,Leprechaun (1993)
7006,Wings of Honneamise (Ôritsu uchûgun Oneamisu no tsubasa) (1987)
7007,Crazy People (1990)
7008,DarkWolf (2003)
7009,Adam's Rib (1949)
7010,King of Hearts (1966)
7011,Naked Lunch (1991)
7012,Grass (1999)
7013,Spring Forward (1999)
7014,"Killing of a Chinese Bookie, The (1976)"
7015,Run (1991)
7016,Things to Come (1936)
7017,Queen of Hearts (1989)
7018,Darling (1965)
7019,"Summer Place, A (1959)"
7020,"Night at the Opera, A (1935)"
7021,Metalstorm: The Destruction of Jared-Syn (1983)
7022,"Element of Crime, The (Forbrydelsens Element) (1984)"
7023,Shoot the Piano Player (Tirez sur le pianiste) (1960)
7024,Stolen Kisses (Baisers volés) (1968)
7025,"Cooler, The (2003)"
7026,"Bonaerense, El (2002)"
7027,In America (2002)
7028,"Legend of Leigh Bowery, The (2002)"
7029,My Flesh and Blood (2003)
7030,Honey (2003)
7031,"Last Samurai, The (2003)"
7032,Forget Baghdad: Jews and Arabs - The Iraqi Connection (2002)
7033,Prisoner of Paradise (2002)
7034,What Alice Found (2003)
7035,Big Fish (2003)
7036,Love Don't Cost a Thing (2003)
7037,Something's Gotta Give (2003)
7038,Stuck on You (2003)
7039,Girl with a Pearl Earring (2003)
7040,"Statement, The (2003)"
7041,"Lord of the Rings: The Return of the King, The (2003)"
7042,Mona Lisa Smile (2003)
7043,Calendar Girls (2003)
7044,"Fog of War: Eleven Lessons from the Life of Robert S. McNamara, The (2003)"
7045,"Hebrew Hammer, The (2003)"
7046,House of Sand and Fog (2003)
7047,Two Men Went to War (2003)
7048,Monster (2003)
7049,Cheaper by the Dozen (2003)
7050,Cold Mountain (2003)
7051,Paycheck (2003)
7052,Peter Pan (2003)
7053,"Company, The (2003)"
7054,"Young Black Stallion, The (2003)"
7055,Japanese Story (2003)
7056,Secret Things (Choses secrètes) (2002)
7057,Chasing Liberty (2004)
7058,My Baby's Daddy (2004)
7059,Aileen: Life and Death of a Serial Killer (2003)
7060,Distant (Uzak) (2002)
7061,Along Came Polly (2004)
7062,Teacher's Pet (2004)
7063,Torque (2004)
7064,Crimson Gold (Talaye sorgh) (2003)
7065,Osama (2003)
7066,"Great Gatsby, The (1974)"
7067,Wuthering Heights (1992)
7068,Odds Against Tomorrow (1959)
7069,Ship of Fools (1965)
7070,Lord Love a Duck (1966)
7071,There's a Girl in My Soup (1970)
7072,This Property is Condemned (1966)
7073,Real Men (1987)
7074,Once Upon a Crime... (1992)
7075,Beyond Therapy (1987)
7076,Buster (1988)
7077,"Car 54, Where Are You? (1994)"
7078,Jane Eyre (1970)
7079,Blame It on the Bellboy (1992)
7080,Only the Strong (1993)
7081,"Adventures of Ford Fairlane, The (1990)"
7082,Bonjour tristesse (1958)
7083,"Enforcer, The (1951)"
7084,"Men, The (1950)"
7085,Ransom (a.k.a. The Terrorists) (1975)
7086,"Pick-up Artist, The (1987)"
7087,Melvin Goes to Dinner (2003)
7088,"Court-Martial of Billy Mitchell, The (1955)"
7089,Crime Spree (2003)
7090,Beyond Re-Animator (2003)
7091,Final Cut (1998)
7092,Hells Angels on Wheels (1967)
7093,"Wind and the Lion, The (1975)"
7094,Mon Oncle (My Uncle) (1958)
7095,Where the Boys Are (1960)
7096,Dr. Jekyll and Mr. Hyde (1941)
7097,"M. Hulot’s Holiday (Mr. Hulot's Holiday) (Vacances de Monsieur Hulot, Les) (1953)"
7098,My Darling Clementine (1946)
7099,People Will Talk (1951)
7100,I Was a Male War Bride (1949)
7101,Divorce American Style (1967)
7102,Kiss Them for Me (1957)
7103,To Have and Have Not (1944)
7104,High Sierra (1941)
7105,Dark Passage (1947)
7106,"Ox-Bow Incident, The (1943)"
7107,They Drive by Night (1940)
7108,Micki + Maude (1984)
7109,Platinum Blonde (1931)
7110,Reefer Madness (a.k.a. Tell Your Children) (1938)
7111,D.O.A. (1950)
7112,"Boy with Green Hair, The (1948)"
7113,Pumping Iron (1977)
7114,No Good Deed (a.k.a. The House on Turk Street) (2002)
7115,"Trouble with Angels, The (1966)"
7116,Cool World (1992)
7117,Money for Nothing (1993)
7118,"Silencers, The (1966)"
7119,"Where Angels Go, Trouble Follows (1968)"
7120,Heat and Dust (1983)
7121,My Letter to George (Mesmerized) (1986)
7122,"Strada, La (1954)"
7123,Ichi the Killer (Koroshiya 1) (2001)
7124,"Boy and His Dog, A (1975)"
7125,"Last Tycoon, The (1976)"
7126,Ashes and Diamonds (Popiól i diament) (1958)
7127,Marooned (1969)
7128,King David (1985)
7129,Kanal (1957)
7130,Cat Chaser (1989)
7131,Intolerance: Love's Struggle Throughout the Ages (1916)
7132,"Beast of Yucca Flats, The (1961)"
7133,Tormented (1960)
7134,"Violent Years, The (1956)"
7135,Chitty Chitty Bang Bang (1968)
7136,"Suriyothai (a.k.a. Legend of Suriyothai, The) (2001)"
7137,Plaza Suite (1971)
7138,"Out of Towners, The (1970)"
7139,Where the Day Takes You (1992)
7140,"Three Stooges in Orbit, The (1962)"
7141,It (1927)
7142,The Butterfly Effect (2004)
7143,Win a Date with Tad Hamilton! (2004)
7144,Touching the Void (2003)
7145,"Big Bounce, The (2004)"
7146,"Perfect Score, The (2004)"
7147,You Got Served (2004)
7148,Latter Days (2003)
7149,Barbershop 2: Back in Business (2004)
7150,Catch That Kid (2004)
7151,Miracle (2004)
7152,An Amazing Couple (2002)
7153,"Dreamers, The (2003)"
7154,"Lost Skeleton of Cadavra, The (2002)"
7155,Who's the Man? (1993)
7156,Love at Large (1990)
7157,Hangin' with the Homeboys (1991)
7158,Sleep with Me (1994)
7159,Just Between Friends (1986)
7160,Super Fly (Superfly) (1972)
7161,"Piece of the Action, A (1977)"
7162,Let's Do It Again (1975)
7163,Uptown Saturday Night (1974)
7164,Hell's Kitchen (1998)
7165,"Innocent, The (1993)"
7166,Daddy and Them (2001)
7167,"Wilby Conspiracy, The (1975)"
7168,Blacula (1972)
7169,"Scream, Blacula, Scream! (1973)"
7170,"Hip Hop Witch, Da (2000)"
7171,Swing Shift (1984)
7172,Trespass (1992)
7173,Thirteen (2003)
7174,Simple Men (1992)
7175,"Sailor Who Fell from Grace with the Sea, The (1976)"
7176,Foolish Wives (1922)
7177,"Silent Night, Bloody Night (1973)"
7178,"Sin of Harold Diddlebock, The (1947)"
7179,Pontiac Moon (1994)
7180,Best Defense (1984)
7181,50 First Dates (2004)
7182,Welcome to Mooseport (2004)
7183,After the Life (2002)
7184,Face (2002)
7185,Kitchen Stories (Salmer fra kjøkkenet) (2003)
7186,"Code, The (Mentale, La) (2002)"
7187,Monsieur Ibrahim (Monsieur Ibrahim et les fleurs du Coran) (2003)
7188,Vanishing Point (1971)
7189,Diary of a Country Priest (Journal d'un curé de campagne) (1951)
7190,"Thief of Bagdad, The (1924)"
7191,"Diary of Anne Frank, The (1959)"
7192,Allegro non troppo (1977)
7193,Black Widow (1987)
7194,"Herod's Law (Ley de Herodes, La) (2000)"
7195,Flesh & Blood (1985)
7196,King Solomon's Mines (1985)
7197,"Black Pirate, The (1926)"
7198,Raw Deal (1986)
7199,"Goodbye, Mr. Chips (1939)"
7200,"Follow Me, Boys! (1966)"
7201,Fire Birds (1990)
7202,Robot Stories (2003)
7203,Against the Ropes (2004)
7204,Confessions of a Teenage Drama Queen (2004)
7205,EuroTrip (2004)
7206,"Passion of the Christ, The (2004)"
7207,Club Dread (2004)
7208,Dirty Dancing: Havana Nights (2004)
7209,Twisted (2004)
7210,Alila (2003)
7211,"Good bye, Lenin! (2003)"
7212,Hidalgo (2004)
7213,Starsky & Hutch (2004)
7214,"Reckoning, The (2004)"
7215,Persona (1966)
7216,"Passion of Anna, The (Passion, En) (1969)"
7217,Walk on the Wild Side (1962)
7218,Tokyo Joe (1949)
7219,"Serpent's Egg, The (Schlangenei, Das) (1977)"
7220,Fire Down Below (1957)
7221,"Corbeau, Le (Raven, The) (1943)"
7222,"Front, The (1976)"
7223,Pickup on South Street (1953)
7224,"Damned, The (La Caduta degli dei) (1969)"
7225,American Gun (2002)
7226,Richard III (1955)
7227,Quartet (1981)
7228,Just One of the Guys (1985)
7229,The Chase (1966)
7230,"Kiss, The (1988)"
7231,Wisconsin Death Trip (1999)
7232,"Wrong Arm of the Law, The (1963)"
7233,Agent Cody Banks 2: Destination London (2004)
7234,"Girl Next Door, The (2004)"
7235,Secret Window (2004)
7236,Spartan (2004)
7237,Broken Wings (Knafayim Shvurot) (2002)
7238,Games People Play: New York (2004)
7239,How to Draw a Bunny (2002)
7240,Wilbur Wants to Kill Himself (2002)
7241,Clifford (1994)
7242,Mad Dog and Glory (1993)
7243,Mr. Toad's Wild Ride (a.k.a. The Wind in the Willows) (1996)
7244,Night Crossing (1981)
7245,Peyton Place (1957)
7246,Searching for Debra Winger (2002)
7247,Walk Like a Man (1987)
7248,Dawn of the Dead (2004)
7249,Eternal Sunshine of the Spotless Mind (2004)
7250,Taking Lives (2004)
7251,"Child I Never Was, The (Leben lang kurze Hosen Tragen, Ein) (2002)"
7252,Intermission (2003)
7253,Noi the Albino (Nói albinói) (2003)
7254,Jersey Girl (2004)
7255,"Ladykillers, The (2004)"
7256,Never Die Alone (2004)
7257,Scooby-Doo 2: Monsters Unleashed (2004)
7258,"Foreign Affair, A (2 Brothers & a Bride) (2003)"
7259,Dogville (2003)
7260,Ned Kelly (2003)
7261,Hellboy (2004)
7262,Home on the Range (2004)
7263,"Prince & Me, The (2004)"
7264,Walking Tall (2004)
7265,"United States of Leland, The (2003)"
7266,Johnson Family Vacation (2004)
7267,"Alamo, The (2004)"
7268,Ella Enchanted (2004)
7269,"Whole Ten Yards, The (2004)"
7270,I'm Not Scared (Io non ho paura) (2003)
7271,Shade (2003)
7272,Since Otar Left (Depuis qu'Otar est parti...) (2003)
7273,Twentynine Palms (2003)
7274,"Ten Commandments, The (1956)"
7275,Dawn of the Dead (1978)
7276,"Brother Sun, Sister Moon (Fratello sole, sorella luna) (1972)"
7277,One Million Years B.C. (1966)
7278,Prey for Rock & Roll (2003)
7279,"Mother, Jugs & Speed (1976)"
7280,Bandolero! (1968)
7281,"Slugger's Wife, The (1985)"
7282,Those Magnificent Men in Their Flying Machines (1965)
7283,Cheaper by the Dozen (1950)
7284,Scenes From a Marriage (Scener ur ett äktenskap) (1973)
7285,"Baby, the Rain Must Fall (1965)"
7286,Belles on Their Toes (1952)
7287,Ned Kelly (1970)
7288,Beyond the Stars (1989)
7289,Mac (1992)
7290,"Food of the Gods, The (1976)"
7291,Food of the Gods II (1989)
7292,Anna (1987)
7293,Road to Bali (1952)
7294,"Flying Deuces, The (1939)"
7295,Africa Screams (1949)
7296,Jack and the Beanstalk (1952)
7297,High Risk (1981)
7298,"Osterman Weekend, The (1983)"
7299,Munchies (1987)
7300,"Cat and the Canary, The (1978)"
7301,Hangman's Curse (2003)
7302,Going in Style (1979)
7303,"Late Show, The (1977)"
7304,"Sunshine Boys, The (1975)"
7305,Jersey Girl (1992)
7306,"American Nightmare, The (2000)"
7307,After Hours (1985)
7308,Viva Las Vegas (1964)
7309,"Love and Anarchy (Film d'amore e d'anarchia, ovvero 'stamattina alle 10 in via dei Fiori nella nota casa di tolleranza...') (1973)"
7310,Hitman Hart: Wrestling with Shadows (1998)
7311,Connie and Carla (2004)
7312,Kill Bill: Vol. 2 (2004)
7313,"Punisher, The (2004)"
7314,Paper Clips (2004)
7315,"Thousand Clouds of Peace, A (Mil nubes de paz cercan el cielo, amor, jamás acabarás de ser amor) (2003)"
7316,Young Adam (2003)
7317,This So-Called Disaster (2003)
7318,13 Going on 30 (2004)
7319,Man on Fire (2004)
7320,Clifford's Really Big Movie (2004)
7321,MC5*: A True Testimonial (2002)
7322,Envy (2004)
7323,Godsend (2004)
7324,Laws of Attraction (2004)
7325,Mean Girls (2004)
7326,Mickey (2003)
7327,New York Minute (2004)
7328,Van Helsing (2004)
7329,"Mudge Boy, The (2003)"
7330,Valentin (Valentín) (2002)
7331,Breakin' All the Rules (2004)
7332,Troy (2004)
7333,Carandiru (2003)
7334,Coffee and Cigarettes (2003)
7335,"Strayed (égarés, Les) (2003)"
7336,Dance Me Outside (1994)
7337,"Boys in the Band, The (1970)"
7338,Raid (2003)
7339,Eye See You (D-Tox) (2002)
7340,Swimming to Cambodia (1987)
7341,Watch on the Rhine (1943)
7342,Under Fire (1983)
7343,Enemy Mine (1985)
7344,Enter the Dragon (1973)
7345,Foreign Land (Terra Estrangeira) (1996)
7346,Gimme Shelter (1970)
7347,Good Morning (Ohayô) (1959)
7348,Happy Together (a.k.a. Buenos Aires Affair) (Chun gwong cha sit) (1997)
7349,Henry & June (1990)
7350,Berkeley in the '60s (1990)
7351,"Nasty Girl, The (schreckliche Mädchen, Das) (1990)"
7352,At First Sight (Entre Nous) (Coup de foudre) (1983)
7353,"Naked Prey, The (1966)"
7354,Martin (1977)
7355,"Three Faces of Eve, The (1957)"
7356,Band of Brothers (2001)
7357,"Kingdom, The (Riget) (1994)"
7358,Mercy (2000)
7359,Desperate Hours (1990)
7360,"Passion of Ayn Rand, The (1999)"
7361,Du côté de la côte (1958)
7362,100 Girls (2000)
7363,Fail-Safe (1964)
7364,Paperhouse (1988)
7365,Dobermann (1997)
7366,"Discovery of Heaven, The (2001)"
7367,Kwaidan (Kaidan) (1964)
7368,Cat-Women of the Moon (a.k.a. Rocket to the Moon) (1953)
7369,28 Up (1985)
7370,Chance (2002)
7371,Love Life (2001)
7372,You Only Live Twice (1967)
7373,Octopussy (1983)
7374,"Blue Gardenia, The (1953)"
7375,Wit (2001)
7376,Never Say Never Again (1983)
7377,Maborosi (Maboroshi no hikari) (1995)
7378,"Magic Flute, The (Trollflöjten) (1975)"
7379,Midnight (1939)
7380,Pride and Prejudice (1940)
7381,"Man in the Gray Flannel Suit, The (1956)"
7382,"Fountainhead, The (1949)"
7383,Old Acquaintance (1943)
7384,In This Our Life (1942)
7385,Woman of the Year (1942)
7386,Summertime (1955)
7387,Soldier of Orange (a.k.a. Survival Run) (Soldaat van Oranje) (1977)
7388,"Samouraï, Le (Godson, The) (1967)"
7389,White Palace (1990)
7390,Oklahoma! (1955)
7391,Desert Hearts (1985)
7392,Body Double (1984)
7393,Rooster Cogburn (1975)
7394,Chaplin (1992)
7395,"Miracle Worker, The (1962)"
7396,Monster in a Box (1992)
7397,Vengo (2000)
7398,"Midnight (Primeiro Dia, O) (1998)"
7399,If You Only Knew (2000)
7400,School Ties (1992)
7401,Girl (1998)
7402,Switch (1991)
7403,Just Write (1997)
7404,Raising Cain (1992)
7405,Irma Vep (1996)
7406,Buck Privates (1941)
7407,Nice Guys Sleep Alone (1999)
7408,Divorce Iranian Style (1998)
7409,Iron & Silk (1990)
7410,Rose Red (2002)
7411,Noises Off... (1992)
7412,Wildflowers (1999)
7413,Babylon 5: In the Beginning (1998)
7414,"Witchfinder General (Conquerer Worm, The) (1968)"
7415,Versus (2000)
7416,Pride and Prejudice (1995)
7417,"Canterville Ghost, The (1944)"
7418,"Prince and the Showgirl, The (1957)"
7419,"China Syndrome, The (1979)"
7420,Who the Hell Is Juliette? (¿Quién diablos es Juliette?) (1997)
7421,"Wages of Fear, The (Salaire de la peur, Le) (1953)"
7422,Look Who's Talking Too (1990)
7423,"Bells of St. Mary's, The (1945)"
7424,You Light Up My Life (1977)
7425,"Delta Force, The (1986)"
7426,Pat and Mike (1952)
7427,Animal Crackers (1930)
7428,"He Said, She Said (1991)"
7429,Bedazzled (1967)
7430,Cat People (1942)
7431,Camelot (1967)
7432,"Lonely Guy, The (1984)"
7433,"Comedy of Terrors, The (1964)"
7434,"Four Musketeers, The (1974)"
7435,Good Guys Wear Black (1978)
7436,Steel Dawn (1987)
7437,On Deadly Ground (1994)
7438,Boy Meets Girl (1998)
7439,Protocol (1984)
7440,"Postman Always Rings Twice, The (1946)"
7441,Matinee (1993)
7442,That's The Way I Like It (a.k.a. Forever Fever) (1998)
7443,Virtual Sexuality (1999)
7444,Baxter (1989)
7445,Explorers (1985)
7446,"Scent of Green Papaya, The (Mùi du du xhan - L'odeur de la papaye verte) (1993)"
7447,Pierrot le fou (1965)
7448,Weekend (a.k.a. Le Week-end) (Week End) (1967)
7449,"Hundred and One Nights, A (Cent et une nuits de Simon Cinéma, Les) (1995)"
7450,Strange Cargo (1940)
7451,Seven Girlfriends (1999)
7452,Tuesdays with Morrie (1999)
7453,Temptation of a Monk (You Seng) (1993)
7454,Alexander Nevsky (Aleksandr Nevskiy) (1938)
7455,Jason and the Argonauts (1963)
7456,Same Old Song (On connaît la chanson) (1997)
7457,Nostalghia (1983)
7458,"Soft Skin, The (La peau douce) (1964)"
7459,"Tinker, Tailor, Soldier, Spy (1979)"
7460,Winter Sleepers (Winterschläfer) (2000)
7461,"Driller Killer, The (1979)"
7462,Perfectly Normal (1990)
7463,Throne of Blood (Kumonosu jô) (1957)
7464,"Best of Youth, The (La meglio gioventù) (2003)"
7465,Guncrazy (1992)
7466,Legend of the Village Warriors (Bangrajan) (2000)
7467,Treasure Island (1990)
7468,Zorba the Greek (Alexis Zorbas) (1964)
7469,Undercurrent (1946)
7470,"Bang, Bang, You're Dead (2002)"
7471,My Side of the Mountain (1969)
7472,"Thin Blue Lie, The (2000)"
7473,"Unsaid, The (2001)"
7474,Twister (1990)
7475,Sniper (1993)
7476,Don't Tell Anyone (No se lo digas a nadie) (1998)
7477,Ghost in the Machine (a.k.a. Deadly Terror) (1993)
7478,"Time for Drunken Horses, A (Zamani barayé masti asbha) (2000)"
7479,Genghis Blues (1999)
7480,To Hell and Back (1955)
7481,"11'09""01 - September 11 (2002)"
7482,"Bon Voyage, Charlie Brown (and Don't Come Back!) (1980)"
7483,Internal Affairs (1990)
7484,"Parallax View, The (1974)"
7485,"Warriors, The (1979)"
7486,Mayerling (1968)
7487,Ambush (Rukajärven tie) (1999)
7488,Babylon 5: A Call to Arms (1999)
7489,Babylon 5: The River of Souls (1998)
7490,Babylon 5: Thirdspace (1998)
7491,FM (1978)
7492,Waterloo (1970)
7493,True Stories (1986)
7494,North Beach (2000)
7495,Zardoz (1974)
7496,School For Scoundrels (1960)
7497,"Virgin Spring, The (Jungfrukällan) (1960)"
7498,Ice-Cold in Alex (1958)
7499,Mogambo (1953)
7500,Demon Lover Diary (1980)
7501,Second Skin (Segunda Piel) (1999)
7502,Victory (1995)
7503,"Secret Life of Walter Mitty, The (1947)"
7504,Cypher (2002)
7505,"Rack, The (1956)"
7506,Another Thin Man (1939)
7507,"Thin Man Goes Home, The (1945)"
7508,Shadow of the Thin Man (1941)
7509,After the Thin Man (1936)
7510,Song of the Thin Man (1947)
7511,Woodstock (1970)
7512,36 fillette (1988)
7513,"Internecine Project, The (1974)"
7514,Love Crazy (1941)
7515,Gunga Din (1939)
7516,Children of Dune (2003)
7517,Dune (2000)
7518,Lammbock (2001)
7519,"Legend, The (Legend of Fong Sai-Yuk, The) (Fong Sai Yuk) (1993)"
7520,Tremors II: Aftershocks (1996)
7521,Tremors 3: Back to Perfection (2001)
7522,"Peanut Butter Solution, The (1985)"
7523,Hallelujah I'm a Bum (1933)
7524,Getting It Right (1989)
7525,Straight to Hell (1987)
7526,Notorious C.H.O. (2002)
7527,Friday Night (Vendredi Soir) (2002)
7528,White Zombie (1932)
7529,The Plague of the Zombies (1966)
7530,I Walked with a Zombie (1943)
7531,Highway 61 (1991)
7532,"Vampire Lovers, The (1970)"
7533,Countess Dracula (1972)
7534,"Cheerleaders, The (1973)"
7535,How to Succeed in Business Without Really Trying (1967)
7536,Pat Garrett and Billy the Kid (1973)
7537,The Left Handed Gun (1958)
7538,"Last Man on Earth, The (Ultimo uomo della Terra, L') (1964)"
7539,"Street Fighter, The (Gekitotsu! Satsujin ken) (1974)"
7540,Return of the Street Fighter (Satsujin ken 2) (1974)
7541,"Duck, You Sucker (a.k.a. Fistful of Dynamite, A) (Giù la testa) (1971)"
7542,Bring Me the Head of Alfredo Garcia (1974)
7543,Ride the High Country (1962)
7544,"Ballad of Cable Hogue, The (1970)"
7545,Junior Bonner (1972)
7546,Master of the Flying Guillotine (Du bi quan wang da po xue di zi) (1975)
7547,Frankenstein Must Be Destroyed (1969)
7548,"Haunted Palace, The (1963)"
7549,Finder's Fee (2001)
7550,"Whip and the Body, The (Frusta e il corpo, La) (1963)"
7551,Berlin: Symphony of a Great City (Berlin: Die Sinfonie der Großstadt) (1927)
7552,Samurai Fiction (SF: Episode One) (1998)
7553,Gidget (1959)
7554,Wild in the Streets (1968)
7555,"Indian Runner, The (1991)"
7556,Drunken Angel (Yoidore tenshi) (1948)
7557,Desperate Living (1977)
7558,"Devil's Rain, The (1975)"
7559,"Valachi Papers,The (1972)"
7560,Rolling Thunder (1977)
7561,Stray Dog (Nora inu) (1949)
